ܐܦܪܝܩܐ	África
ܬܠܐ ܕܚܕ ܐܝܠܢ	One Tree Hill (serie de televisión)
ܡܘܪܐ	Mirra
ܦܕܪܠܝܐ	Federalismo
ܐܠܝܫܥ	Eliseo
ܗܟܐܪܝ (ܡܕܝܢܬܐ)	Hakkâri
ܣܢܚܪܝܒ	Senaquerib
ܩܘܪܝܐܠܝܣܘܢ	Kyrie Eleison
ܟܢܘܫܝܐ ܕܐܣܪܐܝܠ ܕܝܘܠܦܢܐ ܘܐܢܫܝܬܐ	Academia Israelí de Ciencias y Humanidades
ܣܘܟܢܐ	Timón (dispositivo)
ܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Iglesia ortodoxa siria
ܟܣܬܐ	Pasto (ganadería)
ܩܡܫܠܝ	Qamishli
ܡܘܬܢܐ (ܗܘܦܪܟܝܐ)	Mutana
ܡܝܫܢ (ܗܘܦܪܟܝܐ)	Mesena
ܣܘܠܝܡܐܢܝܐ (ܗܘܦܪܟܝܐ)	Gobernación de Solimania
ܐܪܒܝܠ (ܗܘܦܪܟܝܐ)	Gobernación de Erbil
ܚܠܒ (ܗܘܦܪܟܝܐ)	Gobernación de Alepo
ܟܪܒܠܐܐ (ܗܘܦܪܟܝܐ)	Gobernación de Kerbala
ܦܪܨܘܦܐ	Persona
ܕܝ ܩܐܪ (ܗܘܦܪܟܝܐ)	Gobernación de Di Car
ܐܢܕܪܢܝܩ ܡܐܪܓܐܪܝܐܢ	Andranik Markarián
ܡܡܠܠܘܬ ܐܠܗܘܬܐ	Teología cristiana
ܓܘܙܐ	Juglandaceae
ܕܝܐܠܐ (ܗܘܦܪܟܝܐ)	Gobernación de Diala
ܟܒܒ	Jabab
ش	ش
ܩܪܫܬܐ	Techo
ص	ص
ض	ض
ظ	ظ
ع	ع
غ	غ
ف	ف
ق	ق
ܚܨܪܐ	Meñique de la mano
ܐܡܬܐ (ܝܘܠܦܢ ܨܪܘܝܘܬܐ)	Antebrazo
ܬܐܘܡܐ	Thomas
ܐܝܒܪܝܐ	Iberia (desambiguación)
ܚܡܬ (ܗܘܦܪܟܝܐ)	Gobernación de Hama
ܟܢܘܢܬܐ ܕܐܝܕܐ	Carpo
ܐܝܣܪܐܝܠ (ܬܘܚܡܐ ܐܚܪܢܐ)	Israel (desambiguación)
ܡܠܐܟܐ	Ángel
ܫܢܬܐ ܦܫܝܛܬܐ	Año común
ܡܣܘܪܩܐ ܕܐܝܕܐ	Metacarpo
ܡܠܟܘܬܐ ܕܒܝܬ ܥܣܪ ܥܝܢܐ	Osroena
ܕܪܥܐ (ܡܕܝܢܬܐ)	Daraa
ܨܕܥܐ	Sien
ܣܘܣܝܐ ܐܝܣܠܢܕܝܐ	Caballo islandés
ܩܠܐ	Nota (sonido)
ܓܪܡܐ	Hueso
ܒܪܝܐܢܝ	Biryani
ܠܒܠܒܬܐ	Úvula
ك	ك
ل	ل
م	م
ن	ن
ه	ه
و	و
ي	ي
ܥܪܒܝܐ	Árabe
ܓܝܕܐ ܕܓܢܫܝܐ	Nervio ciático
ܗܪܗܪܐ	Espejismo
ܚܣܟܗ (ܡܕܝܢܬܐ)	Hasaka
ܛܐܪܩ ܥܙܝܙ	Tarek Aziz
ܡܣܘܪܩܐ ܕܪܓܠܐ	Metatarso
ܥܪܩ	Arak (bebida)
ܫܠܦܐ	Hoja (cuchillo)
ܛܘܪ ܠܒܢܢ	Cordillera del Líbano
ܪܗܘܡܐ	Rum
ܓܐܝܘܣ	Cayo (nombre)
ܩܝܒܩ	Quebec (desambiguación)
ܩܕܠܐ	Nuca
ܥܡܐ ܐܬܘܪܝܐ/ܣܘܪܝܝܐ	Pueblo asirio
ܛܘܪܐ ܕܣܝܢܝ	Monte Sinaí
ܦܘܪܬܥܢܐ	Siphonaptera
ܟܪܘܙܘܬܐ ܕܡܬܝ	Evangelio de Mateo
ܡܕܝܢܬܐ ܡܝܬܬܐ	Aldeas antiguas del norte de Siria
ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ	Epístola a los Efesios
10000 (ܡܢܝܢܐ)	Diez mil
ܒܢܦܫܐ	Violeta (color)
ܢܨܪܬ	Nazaret
ܥܕܬܐ ܥܬܝܩܬܐ ܕܡܕܢܚܐ	Antigua Iglesia del Oriente
ܟܬܒܐ ܕܡܘܪܡܘܢ	Libro de Mormón
ܐܝܓܢܐܛܝܘܣ ܡܘܫܐ ܩܕܡܝܐ ܕܐܘܕ	Ignacio Moisés I Daoud
ܒܫܐܪܐ ܦܛܪܘܣ ܐܠܪܐܥܝ	Béchara Boutros Raï
ܥܡܢܘܐܝܠ ܬܠܝܬܝܐ ܕܠܝ	Manuel III Delly
ܒܝܬ ܫܥܝܐ	Estadio
ܓܘܕ ܫܪܠܘܛ	Good Charlotte
ܒܪ ܨܘܪܐ	Cuello (indumentaria)
ܚܣܚܘܣܐ	Tejido cartilaginoso
ܛܘܪ ܥܒܕܝܢ	Tur Abdin
ܡܪܝ ܩܘܪܝܩܘܣ ܣܗܕܐ ܘܕܝܘܠܝܛܐ ܝܡܗ	Julita y Quirico
ܐܝܣܛܢܒܘܠ (ܗܘܦܪܟܝܐ)	Provincia de Estambul
ܓܗܢܐ	Gehena
ܐܓܢܛܝܘܣ ܝܘܣܦ ܬܠܝܬܝܐ ܝܘܢܢ	Ignacio José III Younan
ܡܪܝ ܕܢܚܐ ܪܒܝܥܝܐ	Dinkha IV Khanania
ܬܠܫܝܬܐ ܕܩܛܠܐ ܕܐܕܘܠܦ ܗܝܛܠܪ	Atentados contra Hitler
ܬܐܓܘܪܬܐ	Comercio
ܫܝܪܢܐܟ (ܗܘܦܪܟܝܐ)	Provincia de Şırnak
ܥܘܩܣܐ	Aguijón
ܟܗܢܘܬܐ	Sacramento del orden
ܚܒܘܪ	Río Jabur
ܗܕܡܐ ܓܘܝܐ	Órgano (biología)
ܡܥܠܘܠܐ	Malula
ܐܘܪܘܦܐ	Europa (desambiguación)
ܡܕܝܕ	Midyat
ܐܣܝܪܝܣܩܐ	Assyriska FF
ܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Iglesia católica siria
ܥܨܘܒܐ	Cirujano
ܐܘܣܛܪܠܝܐ	Australia (desambiguación)
ܡܦܩܬܐ ܦܫܝܛܬܐ	Peshitta
ܐܪܚܘܬܐ	Hospitalidad
ܫܪܓܐ ܕܢܦܛܐ	Candil
ܚܘܐ	Eva
ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Gobernaciones de Irak
ܩܛܠܥܡܐ ܐܬܘܪܝܐ	Genocidio asirio
ܒܝܬ ܟܬܒܐ ܕܐܫܘܪ ܒܢܐܦܠ	Biblioteca de Asurbanipal
ܒܕܘܩܐ	Escultismo
ܥܘܕܪܢܐ:ܚܒܝܫܬ̈ܐ	Ayuda:Contenidos
ܓܦܬܐ	Planta de guía
ܡܝܟܐܝܠ	Michael
ܙܒܐ	Río Pequeño Zab
ܣܢܐܓܪܘܬܐ ܕܩܕܝܫܐ	Intercesión
ܐܝܓܢܐܛܝܘܣ ܙܟܝ ܩܕܡܝܐ ܥܝܘܐܨ	Ignacio Zakka I Iwas
ܐܣܛܘܡܟܐ	Estómago
ܟܢܘܢܬܐ ܕܪܓܠܐ	Tarso (anatomía)
ܓܢܬܐ	Jardín
ܕܪܓܘܫܬܐ	Moisés (bebé)
ܒܪܐ (ܐܠܗܐ)	Dios Hijo
ܚܝܠܐ ܠܒܢܝܐ	Fuerzas Libanesas
ܐܘܪܗܝ	Edesa
ܢܩܘܫܐ	Toaca
ܘܝܩܝܦܕܝܐ:ܐܝܙܓܕܘܬܐ	Wikipedia:Embajadas
ܫܠܝܬܐ	Placenta
ܒܝܬ ܛܘܣܐ	Aeropuerto
ܒܝܬ ܫܡܪܝܐ	Samaria
ܐܓܢܣ ܡܘ	Agnes Mónica
ܪܘܦܐܝܠ ܩܕܡܝܐ ܒܝܬ ܕܘܝܕ	Rafael I Bidawid
ܓܝܠܒܪܛܘ ܩܘܢܣܦܣܝܘܢ ܕܗ ܓܪܣܝܐ	Gilberto Concepción de Gracia
ܣܕܪܐ:ܓܪܡܢ	Categoría:Alemania
ܣܕܪܐ:ܐܝܛܠܝܐ	Categoría:Italia
ܣܕܪܐ:ܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Categoría:Estados Unidos
ܣܕܪܐ:ܪܘܣܝܐ	Categoría:Rusia
ܣܕܪܐ:ܩܢܕܐ	Categoría:Canadá
ܣܕܪܐ:ܐܝܣܪܐܝܠ	Categoría:Israel
ܣܕܪܐ:ܛܘܪܩܝܐ	Categoría:Turquía
ܣܕܪܐ:ܡܨܪܝܢ	Categoría:Egipto
ܣܕܪܐ:ܐܝܪܐܢ	Categoría:Irán
ܕܝܪܐ ܕܡܪܝ ܓܒܪܐܝܠ	Monasterio de Mor Gabriel
ܥܐܕܐ	Día festivo
ܣܕܪܐ:ܥܝܪܐܩ	Categoría:Irak
ܣܕܪܐ:ܗܘܠܢܕܐ	Categoría:Países Bajos
ܣܕܪܐ:ܦܘܠܢܕ	Categoría:Polonia
ܣܕܪܐ:ܛܝܪܐ	Categoría:Aves
ܣܕܪܐ:ܝܥܝܬܐ	Categoría:Plantae
ܣܕܪܐ:ܬܘܕܝܬܐ	Categoría:Religión
ܣܕܪܐ:ܝܕܥܬܐ	Categoría:Ciencia
ܩܘܠ ܬܘܪܗ	Kol Tora
ܦܪܡܬܐ ܕܣܡܠܐ	Masacre de Simele
ܨܘܒܐ	Nísibis
ܕܪܥܐ (ܗܘܦܪܟܝܐ)	Gobernación de Dar'a
ܢܩܘܕ	Niqud
ܡܪܝܡ (ܚܬܗ ܕܡܘܫܐ)	Míriam (hermana de Moisés)
ܣܕܪܐ:ܬܘܚܡܐ ܐܚܪܢܐ	Categoría:Wikipedia:Desambiguación
ܣܕܪܐ:ܡܫܝܚܝܘܬܐ	Categoría:Cristianismo
ܣܕܪܐ:ܐܣܠܐܡ	Categoría:Islam
ܣܕܪܐ:ܝܗܘܕܝܘܬܐ	Categoría:Judaísmo
ܠܩܐ ܕܣܦܝܢܬܐ	Remo (instrumento)
ܚܪܒܘܩܬܐ	Ojal
ܫܡܥܘܢ ܒܪܨܒܥܐ	Simeón Bar Sabas
ܙܚܘܪܝܬܐ (ܓܘܢܐ)	Escarlata (color)
ܐܢܩܪܐ (ܗܘܦܪܟܝܐ)	Provincia de Ankara
ܐܝܪܠܢܕ	Irlanda (desambiguación)
ܝܘܢܢ	Jonás (profeta)
ܐܨܪܐ	Condimento
ܕܝܪܝܟ	Al Malikiya
ܡܪܩܩܐ	Hipocondrio
ܥܝܒܐ	Nimbus
ܫܘܫܡܬܐ	Sesamum indicum
ܣܕܪܐ:ܘܝܩܝܦܕܝܐ	Categoría:Categorías
ܣܕܪܐ:ܝܒܫܬܐ	Categoría:Continentes
ܒܓܕܝܕܐ	Bajdida
ܝܙܦܬܐ	Deuda (Antropología)
ܟܠܕܝܐ	Cristianos caldeos
ܦܨܝܕܐ	Estanque
ܐܪܓܘܢܐ	Púrpura
ܢܘܪܢܝܐ	Pirámide (geometría)
ܘܝܩܝܦܕܝܐ:HotCat	Wikipedia:HotCat
ܒܛܐ	Pato
ܚܘܝܕܐ ܬܒܝܠܝܐ ܐܬܘܪܝܐ	Alianza Asiria Universal
ܗܝܟܠܐ ܕܫܠܝܡܘܢ	Templo de Jerusalén
ܠܘܝܣ ܪܘܦܐܝܠ ܩܕܡܝܐ ܣܟܘ	Luis Rafael I Sako
ܩܠܒܐ:ܓܕܫܐ ܗܫܝܐ	Plantilla:Portada:Actualidad
ܣܕܪܐ:ܡܟܬܒܢܘܬܐ ܕܐܬܪܘܬܐ	Categoría:Países
ܘܝܩܝܦܕܝܐ:ܡܕܒܪܢܐ	Wikipedia:Bibliotecarios
ܣܕܪܐ:ܫܕܬܐ	Categoría:Ocupaciones
ܘܝܩܝܦܕܝܐ:ܒܘܬ̈ܐ	Wikipedia:Bot
ܣܕܪܐ:ܙܒܢܐ	Categoría:Tiempo
ܣܕܪܐ:ܙܘܙܐ	Categoría:Dinero
ܣܕܪܐ:ܝܘܠܦܢ ܨܪܘܝܘܬܐ	Categoría:Anatomía
ܣܕܪܐ:ܐܣܝܘܬܐ	Categoría:Medicina
ܡܨܪܝܢ	Egipto
ܩܠܒܐ:Bot	Plantilla:Bot
ܩܢܕܐ	Canadá
ܣܕܪܐ:ܝܘܢ	Categoría:Grecia
ܣܕܪܐ:ܣܘܝܕ	Categoría:Suecia
ܐܡܪܐ	Cordero
ܩܠܒܐ:ܐܫܛܪܘܬܐ	Plantilla:Documentación
ܣܕܪܐ:User languages	Categoría:Wikipedia:Wikipedistas por idioma
ܦܘܠܚܢܐ	Negocio
ܩܠܒܐ:Softredirect	Plantilla:Redirección suave
ܩܠܒܐ:Delete	Plantilla:Destruir
ܡܓܕܠܐ (ܩܪܝܬܐ)	Magdala
ܣܕܪܐ:ܛܟܢܘܠܘܓܝܐ	Categoría:Tecnología
ܓܒܪܐܝܠ (ܫܡܐ)	Gabriel
ܣܕܪܐ:ܠܫܢܐ	Categoría:Lenguas
ܣܕܪܐ:ܩܢܘܢܐ ܕܠܥܙܐ	Categoría:Gramática
ܘܝܩܝܦܕܝܐ:General disclaimer	Wikipedia:Limitación general de responsabilidad
ܣܕܪܐ:Noindexed pages	Categoría:Wikipedia:Páginas no indexadas
ܘܝܩܝܦܕܝܐ:ܕܘܒܪܐ	Wikipedia:Manual de estilo
ܩܠܒܐ:Navbox	Plantilla:Navegación
ܐܝܓܢܐܛܝܘܣ ܐܦܪܝܡ ܬܪܝܢܐ	Ignacio Aphrem II Karim
ܩܠܒܐ:!	Plantilla:!
ܣܕܪܐ:ܩܠܒܐ ܐܬܘܬܐ ܕܐܝܣܘ	Categoría:Wikipedia:Plantillas de banderas
ܩܠܒܐ:ܡܦܐܬܐ ܩܠܒܐ	Plantilla:Navbar
ܩܠܒܐ:Clear	Plantilla:Clear
ܘܝܩܝܦܕܝܐ:ܡܟܬܒܘܬܐ ܕܡܓܠܐ ܠܟܠ ܘܝܩܝܦܕܝܐ	Wikipedia:Lista de artículos que toda Wikipedia debería tener
ܣܕܪܐ:ܐܠܝܩܛܪܘܢܝܘܬܐ	Categoría:Electrónica
ܣܕܪܐ:ܝܪܚܐ ܕܫܢܬܐ	Categoría:Meses
ܩܠܒܐ:Babel	Plantilla:Babel
ܩܠܒܐ:Commons	Plantilla:Commons
ܩܠܒܐ:Reflist	Plantilla:Listaref
ܩܠܒܐ:See also	Plantilla:VT
ܣܕܪܐ:ܐܣܝܐ	Categoría:Asia
ܣܕܪܐ:ܕܪܐ ܕܥܣܪܝܢ ܘܚܕ	Categoría:Siglo XXI
ܩܠܒܐ:Infobox language/codelist	Plantilla:Doc ISO3
ܣܕܪܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Categoría:Días de la semana
ܣܕܪܐ:ܐܨܪܐ	Categoría:Condimentos
ܩܠܒܐ:ܝܗܘܝܬܐ Peru	Plantilla:Geodatos Perú
ܩܠܒܐ:ܝܗܘܝܬܐ Paraguay	Plantilla:Geodatos Paraguay
ܩܠܒܐ:Edit	Plantilla:Editar
ܩܠܒܐ:ܝܗܘܝܬܐ French Guiana	Plantilla:Geodatos Guyana
ܩܠܒܐ:ܝܗܘܝܬܐ Argentina	Plantilla:Geodatos Argentina
ܩܠܒܐ:ܡܟܬܒܢܘܬܐ ܕܝܦܬܐ	Plantilla:Lista desplegable
ܩܠܒܐ:Sidebar	Plantilla:Navegación vertical
ܩܠܒܐ:Ambox	Plantilla:Metaplantilla de avisos
ܩܠܒܐ:ܐܬܪܐ	Plantilla:Ficha de país
ܩܠܒܐ:/box-header	Plantilla:Box-header
ܣܕܪܐ:User en	Categoría:Wikipedia:Wikipedistas con conocimientos de inglés
ܣܕܪܐ:User zh	Categoría:Wikipedia:Wikipedistas con conocimientos de chino
ܣܕܪܐ:User zh-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de chino
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ2	Plantilla:Ficha
ܩܠܒܐ:ܐܠܦܒܝܬ ܠܐܛܝܢܝܐ	Plantilla:AZ
ܣܕܪܐ:ܦܐܦܐ	Categoría:Papas
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ	Categoría:Presidentes
ܩܠܒܐ:IPA	Plantilla:AFI
ܣܕܪܐ:ܗܪܘܡܐ	Categoría:Especias
ܣܕܪܐ:ܦܠܫܬ	Categoría:Palestina
ܣܕܪܐ:ܡܠܐܟܐ	Categoría:Ángeles
ܣܕܪܐ:ܢܒܝܐ	Categoría:Profetas
ܩܠܒܐ:Category redirect	Plantilla:Categoría redirigida
ܩܠܒܐ:ܝܗܘܝܬܐ Venezuela	Plantilla:Geodatos Venezuela
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܒܪܢܐ	Plantilla:Ficha de autoridad
ܩܠܒܐ:Sortname	Plantilla:Sortname
ܩܠܒܐ:Border	Plantilla:Borde
ܩܠܒܐ:ܡܢܝܢܐ ܕܝܪܚܐ	Plantilla:Número mes
ܩܠܒܐ:ܝܗܘܝܬܐ Chile	Plantilla:Geodatos Chile
ܩܠܒܐ:GUA	Plantilla:GTM
ܩܠܒܐ:ܡܣܦܩ ܩܐܫ	Plantilla:Purgar
ܩܠܒܐ:ܨܢܕܘܩ ܐܡܢܐ	Plantilla:Ficha de artista
ܩܠܒܐ:ܡܦܠܚܢܐ	Plantilla:U
ܣܕܪܐ:ܬܘܢܣ	Categoría:Túnez
ܩܠܒܐ:Oppose	Plantilla:En contra
ܩܠܒܐ:COL	Plantilla:COL
ܩܠܒܐ:PER	Plantilla:PER
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܥܐ ܕܝܒܫܬܐ	Plantilla:Ficha de territorio
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܘܚܕܢܐ ܡܚܝܕܐ	Categoría:Ciudades de Estados Unidos
ܩܠܒܐ:ܬ.ܐ.	Plantilla:Desambiguación
ܩܠܒܐ:No	Plantilla:No
ܣܕܪܐ:ܩܠܒܐ ܨܢܕܘܩܐ	Categoría:Wikipedia:Fichas
ܩܠܒܐ:ܝܗܘܝܬܐ Colombia	Plantilla:Geodatos Colombia
ܩܠܒܐ:ܐܠܦܒܝܬ ܥܒܪܝܐ	Plantilla:Ficha de alfabeto hebreo
ܣܕܪܐ:User yue	Categoría:Wikipedia:Wikipedistas con conocimientos de Cantonese
ܣܕܪܐ:User az	Categoría:Wikipedia:Wikipedistas con conocimientos de azerí
ܣܕܪܐ:User sk	Categoría:Wikipedia:Wikipedistas con conocimientos de eslovaco
ܣܕܪܐ:User fr	Categoría:Wikipedia:Wikipedistas con conocimientos de francés
ܣܕܪܐ:User ja	Categoría:Wikipedia:Wikipedistas con conocimientos de japonés
ܣܕܪܐ:User la	Categoría:Wikipedia:Wikipedistas con conocimientos de latín
ܣܕܪܐ:User pt	Categoría:Wikipedia:Wikipedistas con conocimientos de portugués
ܣܕܪܐ:User ro	Categoría:Wikipedia:Wikipedistas con conocimientos de rumano
ܣܕܪܐ:User sv	Categoría:Wikipedia:Wikipedistas con conocimientos de sueco
ܣܕܪܐ:User ko-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de coreano
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Categoría:Gobernaciones de Irak
ܣܕܪܐ:User ar	Categoría:Wikipedia:Wikipedistas con conocimientos de árabe
ܣܕܪܐ:User arc	Categoría:Wikipedia:Wikipedistas con conocimientos de arameo
ܣܕܪܐ:User da	Categoría:Wikipedia:Wikipedistas con conocimientos de danés
ܣܕܪܐ:User sk-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de eslovaco
ܣܕܪܐ:User de	Categoría:Wikipedia:Wikipedistas con conocimientos de alemán
ܣܕܪܐ:User el	Categoría:Wikipedia:Wikipedistas con conocimientos de griego antiguo
ܣܕܪܐ:User en-N	Categoría:Wikipedia:Wikipedistas con nivel nativo de inglés
ܣܕܪܐ:User es	Categoría:Wikipedia:Wikipedistas con conocimientos de español
ܩܠܒܐ:N/a	Plantilla:No anunciado
ܣܕܪܐ:User hy	Categoría:Wikipedia:Wikipedistas con conocimientos de armenio
ܣܕܪܐ:ܠܫܢܐ ܥܒܪܝܐ	Categoría:Idioma hebreo
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܝܣܪܐܝܠ	Categoría:Localidades de Israel
ܣܕܪܐ:User it	Categoría:Wikipedia:Wikipedistas con conocimientos de italiano
ܣܕܪܐ:User ko	Categoría:Wikipedia:Wikipedistas con conocimientos de coreano
ܣܕܪܐ:ܒܬܫܪܝܢ ܐܚܪܝ	Categoría:Noviembre
ܣܕܪܐ:ܝܡܡܐ	Categoría:Mares
ܩܠܒܐ:ܐܠܦܒܝܬ ܝܘܢܝܐ	Plantilla:Letras griegas
ܩܠܒܐ:ܡܢܝܢܐ ܕܡܡܪܐ ܦܪܝܫܐ	Plantilla:DESTACADOS
ܩܠܒܐ:ܣܡܘܩܐ	Plantilla:Rojo
ܩܠܒܐ:ܝܗܘܝܬܐ Brazil	Plantilla:Geodatos Brasil
ܬܪܥܐ:ܬܘܕܝܬܐ	Portal:Religión
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܥܠ ܐܬܪܐ	Categoría:Presidentes por país
ܣܕܪܐ:User ru	Categoría:Wikipedia:Wikipedistas con conocimientos de ruso
ܣܕܪܐ:User ru-3	Categoría:Wikipedia:Wikipedistas con nivel avanzado de ruso
ܣܕܪܐ:User tl	Categoría:Wikipedia:Wikipedistas con conocimientos de tagalo
ܣܕܪܐ:User tr	Categoría:Wikipedia:Wikipedistas con conocimientos de turco
ܣܕܪܐ:ܙܡܪܐ	Categoría:Músicos
ܩܠܒܐ:Lang	Plantilla:Lang
ܣܕܪܐ:ܪܫܘܡܐ	Categoría:Pintores
ܩܠܒܐ:CHI	Plantilla:CHL
ܣܕܪܐ:ܢܝܓܪ	Categoría:Níger
ܣܕܪܐ:ܝܘܠܦܢ ܩܢܘܢܝܐ	Categoría:Jurisprudencia
ܩܠܒܐ:Infobox language/family-color	Plantilla:Ficha de idioma/colores
ܣܕܪܐ:ܣܥܪܐ	Categoría:Peinados
ܣܕܪܐ:ܢܗܪܘܬܐ	Categoría:Ríos
ܣܕܪܐ:User nl	Categoría:Wikipedia:Wikipedistas con conocimientos de neerlandés
ܣܕܪܐ:User no	Categoría:Wikipedia:Wikipedistas con conocimientos de noruego
ܣܕܪܐ:ܣܘܪܝܐ	Categoría:Siria
ܣܕܪܐ:ܕܪܐ ܩܕܡܝܐ	Categoría:Siglo I
ܣܕܪܐ:ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Categoría:Penínsulas
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܗܘܠܢܕܐ	Categoría:Provincias de los Países Bajos
ܣܕܪܐ:ܡܢܝܢܐ	Categoría:Números enteros
ܣܕܪܐ:ܡܕܝܢܬܐ ܕܥܝܪܐܩ	Categoría:Localidades de Irak
ܣܕܪܐ:ܥܝܢܐ (ܨܪܘܝܘܬܐ)	Categoría:Ojo
ܣܕܪܐ:ܓܘܪܓܝܐ	Categoría:Georgia
ܣܕܪܐ:ܟܘܘܝܬ	Categoría:Kuwait
ܣܕܪܐ:ܠܒܢܢ	Categoría:Líbano
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Categoría:Presidentes de Estados Unidos
ܣܕܪܐ:ܝܘܪܕܢܢ	Categoría:Jordania
ܣܕܪܐ:ܦܐܪܐ	Categoría:Frutas
ܣܕܪܐ:ܝܘܠܦܢ ܟܘܪܗܢܐ	Categoría:Patología
ܣܕܪܐ:ܓܒܐ	Categoría:Partidos políticos
ܣܕܪܐ:ܕܝܬܝܩܝ ܚܕܬܐ	Categoría:Nuevo Testamento
ܣܕܪܐ:ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Categoría:Antiguo Testamento
ܣܕܪܐ:ܐܘܩܝܢܘ	Categoría:Océanos
ܣܕܪܐ:ܓܪܡܐ	Categoría:Sistema esquelético
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܘܐܘܚܕܢܐ ܕܩܢܕܐ	Categoría:Provincias y territorios de Canadá
ܣܕܪܐ:ܚܝܘܬܐ	Categoría:Animales
ܣܕܪܐ:ܛܘܪܐ	Categoría:Cordilleras
ܣܕܪܐ:ܣܘܥܪܢܐ	Categoría:Eventos
ܣܕܪܐ:ܟܘܪܗܢܐ	Categoría:Enfermedades
ܣܕܪܐ:User pl	Categoría:Wikipedia:Wikipedistas con conocimientos de polaco
ܣܕܪܐ:ܩܣܪ	Categoría:Emperadores
ܣܕܪܐ:ܡܕܒܪܐ	Categoría:Desiertos
ܣܕܪܐ:ܝܡܡܬܐ	Categoría:Lagos
ܩܠܒܐ:ܨܢܕܘܩ ܡܚܡܝܬܐ ܡܨܥܝܐ	Plantilla:Ficha de medio de almacenamiento
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ ܕܠܫܢܐ	Plantilla:Ficha de idioma
ܣܕܪܐ:ܩܛܠܥܡܐ	Categoría:Masacres
ܨܝܢ	China (desambiguación)
ܛܪܘܝܐܢܝ	Trojany
ܫܩܐ	Pierna
ܩܠܒܐ:ܝܗܘܝܬܐ Falkland Islands	Plantilla:Geodatos Islas Malvinas
ܣܕܪܐ:ܦܛܪܝܪܟܘ	Categoría:Patriarcado
ط	ط
ܣܕܪܐ:ܒܝܬ ܟܬܒܐ	Categoría:Bibliotecas
ܣܕܪܐ:ܫܢܬܐ ܥܕܬܢܝܬܐ	Categoría:Año litúrgico
ܣܕܪܐ:ܐܪܙܐ	Categoría:Sacramentos
ܣܕܪܐ:ܒܝܬ ܢܗܪܝܢ	Categoría:Mesopotamia
ܣܕܪܐ:ܕܝܪ̈ܬܐ ܣܘܪ̈ܝܝܬܐ	Categoría:Monasterios ortodoxos siríacos
ܣܕܪܐ:ܓܘܢܐ	Categoría:Color
ܩܠܒܐ:ܝܗܘܝܬܐ South Georgia and the South Sandwich Islands	Plantilla:Geodatos Islas Georgias del Sur y Sandwich del Sur
ܣܕܪܐ:ܦܣܩܐ ܕܝܘܡܐ	Categoría:Partes del día
ܣܕܪܐ:ܛܪܘܢܐ	Categoría:Dictadores
ܝܘܕ	𐤉
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Categoría:Patriarcas de Antioquía de los sirios ortodoxos
ܕܒܘܪܐ (ܪܚܫܐ)	Avispa
ܩܠܒܐ:ܣܘܪܓܕܐ ܚܘܫܒܢܐ	Plantilla:Calendarios del mundo
ܣܕܪܐ:ܩܕܝܫܐ	Categoría:Santos
ܩܪܕܐ (ܪܚܫܐ)	Ixodida
ܩܠܒܐ:ܣܝܩܘܡ ܫܘܪܝܐ	Plantilla:Fecha
ܬܪܥܐ:ܐܘܩܝܢܘܣܝܐ	Portal:Oceanía
ܟܘܕܐ	Loquios
ܕܝܠܢܝܐ:ܫܘܚܠܦ̈ܐ ܚܕ̈ܬܐ	Especial:CambiosRecientes
ܘܙܐ	Ganso
